Furigana,[私|わたし]は[金|きん]を[銀行|ぎん|こう]に[３|][年|ねん][定期|てい|き][預金|よ|きん]に[入|い]れた。
Parsed Index,[私|わたし]　[金|かね]　[銀行|ぎんこう]　[年|ねん]　[定期預金|ていきよきん]　[入れる|い]
Errors,かね【金】；empty-furigana
Correction,[私|わたし]は[金|きん]を[銀行|ぎん|こう]に[３|][年|ねん][定期|てい|き][預金|よ|きん]に[入|い]れた。
Checked?,N
,
ID,157565
User,
Sentence,私は金よりむしろ名誉を選ぶ。
Index,私(わたし)[01] は 金(かね)[01] より[02]~ 寧ろ{むしろ} 名誉[01] を 選ぶ
Furigana,[私|わたし]は[金|きん]よりむしろ[名誉|めい|よ]を[選|えら]ぶ。
Parsed Index,[私|わたし]　[金|かね]　[名誉|めいよ]　[選ぶ|えら]
Errors,かね【金】
Correction,[私|わたし]は[金|きん]よりむしろ[名誉|めい|よ]を[選|えら]ぶ。
Checked?,N
,
ID,157662
User,
Sentence,私は牛肉より羊肉の方が好きだ。
Index,私(わたし)[01] は 牛肉 より 羊肉~ の 方(ほう) が 好き(すき) だ
Furigana,[私|わたし]は[牛肉|ぎゅう|にく]より[羊|ひつじ][肉|にく]の[方|ほう]が[好|す]きだ。
Parsed Index,[私|わたし]　[牛肉|ぎゅうにく]　[羊肉|ようにく]　[方|ほう]　[好き|す]
Errors,ようにく【羊肉】
Correction,[私|わたし]は[牛肉|ぎゅう|にく]より[羊|ひつじ][肉|にく]の[方|ほう]が[好|す]きだ。
Checked?,N
,
ID,157665
User,
Sentence,私は給与の５分の１を税金で取られてしまう。
Index,私(わたし)[01] は 給与~ の 五分の一{５分の１}~ を 税金 で(#2028980) 取る{取られて} 仕舞う{しまう}
Furigana,[私|わたし]は[給与|きゅう|よ]の[５|][分|ぶん]の[１|]を[税金|ぜい|きん]で[取|と]られてしまう。
Parsed Index,[私|わたし]　[給与|きゅうよ]　[五分の一|ごぶんのいち]　[税金|ぜいきん]　[取る|と]
Errors,ごぶんのいち【五分の一】；empty-furigana
Correction,[私|わたし]は[給与|きゅう|よ]の[５|][分|ぶん]の[１|]を[税金|ぜい|きん]で[取|と]られてしまう。
Checked?,N
,
ID,157788
User,
Sentence,私は関西国際空港でトニー君を見送った。
Index,私(わたし)[01] は 関西 国際空港~ で(#2028980) 君(きみ) を 見送る[01]{見送った}
Furigana,[私|わたし]は[関西国際空港|かん|さい|こく|さい|くう|こう]でトニー[君|くん]を[見送|み|おく]った。
Parsed Index,[私|わたし]　[関西|かんさい]　[国際空港|こくさいくうこう]　[君|きみ]　[見送る|みおく]
Errors,きみ【君】
Correction,[私|わたし]は[関西国際空港|かん|さい|こく|さい|くう|こう]でトニー[君|くん]を[見送|み|おく]った。
Checked?,N
,
ID,157872
User,
Sentence,私は学校で日本文学の英語訳、特に漱石の『吾輩は猫である』や『心』、芥川の『鼻』や『河童』を楽しく読んだ。
Index,私(わたし)[01] は 学校 で(#2028980) 日本文学 の 英語 訳(やく) 特に の 吾輩[01] は 猫(ねこ)[01] である や 心(こころ) の 鼻 や 河童[01]~ を 楽しい{楽しく} 読む{読んだ}
Furigana,[私|わたし]は[学校|がっ|こう]で[日本|にっ|ぽん][文学|ぶん|がく]の[英語|えい|ご][訳|やく]、[特|とく]に[漱石|そう|せき]の『[吾輩|わが|はい]は[猫|ねこ]である』や『[心|こころ]』、[芥川|あくた|がわ]の『[鼻|はな]』や『[河童|かっぱ]』を[楽|たの]しく[読|よ]んだ。
Parsed Index,[私|わたし]　[学校|がっこう]　[日本文学|にほんぶんがく]　[英語|えいご]　[訳|やく]　[特に|とく]　[吾輩|わがはい]　[猫|ねこ]　[心|こころ]　[鼻|はな]　[河童|かっぱ]　[楽しい|たの]　[読む|よ]
Errors,にほんぶんがく【日本文学】
Correction,[私|わたし]は[学校|がっ|こう]で[日本|にっ|ぽん][文学|ぶん|がく]の[英語|えい|ご][訳|やく]、[特|とく]に[漱石|そう|せき]の『[吾輩|わが|はい]は[猫|ねこ]である』や『[心|こころ]』、[芥川|あくた|がわ]の『[鼻|はな]』や『[河童|かっぱ]』を[楽|たの]しく[読|よ]んだ。
Checked?,N
,
ID,157887
User,
Sentence,私は角を曲がって、開店早々の食堂を見つけた。
Index,私(わたし)[01] は 角(かど) を[01] 曲がる[02]{曲がって} 開店 早々(そうそう)~ の 食堂(しょくどう)[02]~ を[03] 見つける{見つけた}
Furigana,[私|わたし]は[角|かく]を[曲|ま]がって、[開店|かい|てん][早々|そうそう]の[食堂|しょく|どう]を[見|み]つけた。
Parsed Index,[私|わたし]　[角|かど]　[曲がる|ま]　[開店|かいてん]　[早々|そうそう]　[食堂|しょくどう]　[見つける|み]
Errors,かど【角】
Correction,[私|わたし]は[角|かく]を[曲|ま]がって、[開店|かい|てん][早々|そうそう]の[食堂|しょく|どう]を[見|み]つけた。
Checked?,N
,
ID,157892
User,
Sentence,私は各生徒用に番号札を使います。
Index,私(わたし)[01] は 各(かく) 生徒 用[02] に 番号札~ を 使う[01]{使います}
Furigana,[私|わたし]は[各|かく][生徒|せい|と][用|よう]に[番号|ばん|ごう][札|さつ]を[使|つか]います。
Parsed Index,[私|わたし]　[各|かく]　[生徒|せいと]　[用|よう]　[番号札|ばんごうふだ]　[使う|つか]
Errors,ばんごうふだ【番号札】
Correction,[私|わたし]は[各|かく][生徒|せい|と][用|よう]に[番号|ばん|ごう][札|さつ]を[使|つか]います。
Checked?,N
,
ID,157954
User,
Sentence,私は会社勤めです。普通のサラリーマンです。
Index,私(わたし)[01] は 会社勤め~ です 普通[01]{普通の} サラリーマン です
Furigana,[私|わたし]は[会社|かい|しゃ][勤|つと]めです。[普通|ふ|つう]のサラリーマンです。
Parsed Index,[私|わたし]　[会社勤め|かいしゃづと]　[普通|ふつう]
Errors,かいしゃづと【会社勤め】
Correction,[私|わたし]は[会社|かい|しゃ][勤|つと]めです。[普通|ふ|つう]のサラリーマンです。
Checked?,N
,
ID,158043
User,
Sentence,私は家にとどまるようにと彼らに懸命に言ったが、彼らは断固として私の意見に耳を傾けようとはしなかった。
Index,私(わたし)[01] は 家(いえ)[01] に 止まる(とどまる)[01]{とどまる} ように と 彼ら(かれら) に 懸命{懸命に} 言う{言った} が 彼ら(かれら) は 断固{断固として}~ 私(わたし)[01]{私の} 意見 に 耳を傾ける{耳を傾けよう} とは 為る(する){しなかった}
Furigana,[私|わたし]は[家|いえ]にとどまるようにと[彼|かれ]らに[懸命|けん|めい]に[言|い]ったが、[彼|かれ]らは[断固|だん|こ]として[私|わたし]の[意見|い|けん]に[耳|みみ]を[傾|かたぶ]けようとはしなかった。
Parsed Index,[私|わたし]　[家|いえ]　[彼ら|かれ]　[懸命|けんめい]　[言う|い]　[彼ら|かれ]　[断固|だんこ]　[私|わたし]　[意見|いけん]　[耳を傾ける|みみをかたむ]
Errors,みみをかたむ【耳を傾ける】
Correction,[私|わたし]は[家|いえ]にとどまるようにと[彼|かれ]らに[懸命|けん|めい]に[言|い]ったが、[彼|かれ]らは[断固|だん|こ]として[私|わたし]の[意見|い|けん]に[耳|みみ]を[傾|かたぶ]けようとはしなかった。
Checked?,N
,
ID,158157
User,
Sentence,私は何でも自分のしたい放題にしたかったのに。
Index,私(わたし)[01] は 何でも 自分[01] の したい放題~ に したい{したかった} のに
Furigana,[私|わたし]は[何|なに]でも[自分|じ|ぶん]のしたい[放題|ほう|だい]にしたかったのに。
Parsed Index,[私|わたし]　[何でも|なん]　[自分|じぶん]　[したい放題|したいほうだい]
Errors,なん【何でも】
Correction,[私|わたし]は[何|なに]でも[自分|じ|ぶん]のしたい[放題|ほう|だい]にしたかったのに。
Checked?,N
,
ID,158238
User,
Sentence,私は遠くに稲妻のひらめきを見た。
Index,私(わたし)[01] は 遠く[01] に 稲妻 の 閃き[01]{ひらめき}~ を 見る{見た}
Furigana,[私|わたし]は[遠|とお]くに[稲妻|いな|づま]のひらめきを[見|み]た。
Parsed Index,[私|わたし]　[遠く|とお]　[稲妻|いなずま]　[見る|み]
Errors,いなずま【稲妻】
Correction,[私|わたし]は[遠|とお]くに[稲妻|いな|づま]のひらめきを[見|み]た。
Checked?,N
,
ID,158454
User,
Sentence,私は一生涯彼の大ファンでした。
Index,私(わたし)[01] は 一生涯~ 彼(かれ)[01]{彼の} 大ファン です{でした}
Furigana,[私|わたし]は[一|いち][生涯|しょう|がい][彼|かれ]の[大|だい]ファンでした。
Parsed Index,[私|わたし]　[一生涯|いっしょうがい]　[彼|かれ]　[大ファン|だい]
Errors,いっしょうがい【一生涯】
Correction,[私|わたし]は[一|いち][生涯|しょう|がい][彼|かれ]の[大|だい]ファンでした。
Checked?,N
,
ID,158458
User,
Sentence,私は一人の弟がいます。
Index,私(わたし)[01] は 一人[01]~ の 弟[01] が 居る(いる)[01]{います}
Furigana,[私|わたし]は[一|いち][人|にん]の[弟|おとうと]がいます。
Parsed Index,[私|わたし]　[一人|ひとり]　[弟|おとうと]
Errors,ひとり【一人】
Correction,[私|わたし]は[一|いち][人|にん]の[弟|おとうと]がいます。
Checked?,N
,
ID,158490
User,
Sentence,私は一つの袋は運んできたが、もう一つのほうは後へ残してきた。
Index,私(わたし)[01] は 一つ[01] の 袋(ふくろ)[01] は 運ぶ{運んで} 来る(くる){きた} が もう一つ の 方(ほう){ほう} は 後(あと)[01] へ 残す[01]{残して}~ 来る(くる){きた}
Furigana,[私|わたし]は[一|ひと]つの[袋|ふくろ]は[運|はこ]んできたが、もう[一|ひと]つのほうは[後|ご]へ[残|のこ]してきた。
Parsed Index,[私|わたし]　[一つ|ひと]　[袋|ふくろ]　[運ぶ|はこ]　[もう一つ|もうひと]　[後|あと]　[残す|のこ]
Errors,あと【後】
Correction,[私|わたし]は[一|ひと]つの[袋|ふくろ]は[運|はこ]んできたが、もう[一|ひと]つのほうは[後|ご]へ[残|のこ]してきた。
Checked?,N
,
ID,158568
User,
Sentence,私はわずか１０００円しか持っていない。
Index,私(わたし)[01] は 僅か[02]{わずか}~ 円(えん)[01] しか 持つ{持っていない}
Furigana,[私|わたし]はわずか[１|][０|][０|][０|][円|えん]しか[持|も]っていない。
Parsed Index,[私|わたし]　[円|えん]　[持つ|も]
Errors,empty-furigana
Correction,[私|わたし]はわずか[１|][０|][０|][０|][円|えん]しか[持|も]っていない。
Checked?,N
,
ID,158860
User,
Sentence,私はマックを使っていてウィンドウズ９５のファイルは読めません。
Index,私(わたし)[01] は マック[02]~ を 使う{使っていて} ウィンドウズ~ の ファイル[03] は 読む{読めません}
Furigana,[私|わたし]はマックを[使|つか]っていてウィンドウズ[９|][５|]のファイルは[読|よ]めません。
Parsed Index,[私|わたし]　[使う|つか]　[読む|よ]
Errors,empty-furigana
Correction,[私|わたし]はマックを[使|つか]っていてウィンドウズ[９|][５|]のファイルは[読|よ]めません。
Checked?,N
,
ID,158899
User,
Sentence,私はまかないつきで週５０ポンド家賃を払っている。
Index,私(わたし)[01] は 賄い付き{まかないつき}~ で(#2028980) 週 听{ポンド} 家賃 を 払う[01]{払っている}
Furigana,[私|わたし]はまかないつきで[週|しゅう][５|][０|]ポンド[家賃|や|ちん]を[払|はら]っている。
Parsed Index,[私|わたし]　[週|しゅう]　[家賃|やちん]　[払う|はら]
Errors,empty-furigana
Correction,[私|わたし]はまかないつきで[週|しゅう][５|][０|]ポンド[家賃|や|ちん]を[払|はら]っている。
Checked?,N
,
ID,158906
User,
Sentence,私はほんの少しのところで飛行機に乗り遅れてしまった。
Index,私(わたし)[01] は ほんの少し~ の 所(ところ){ところ} で(#2028980) 飛行機 に 乗り遅れる{乗り遅れて} 仕舞う{しまった}
Furigana,[私|わたし]はほんの[少|しょう]しのところで[飛行機|ひ|こう|き]に[乗|の]り[遅|おく]れてしまった。
Parsed Index,[私|わたし]　[ほんの少し|ほんのすこ]　[飛行機|ひこうき]　[乗り遅れる|のりおく]
Errors,ほんのすこ【ほんの少し】
Correction,[私|わたし]はほんの[少|しょう]しのところで[飛行機|ひ|こう|き]に[乗|の]り[遅|おく]れてしまった。
Checked?,N
,
ID,158933
User,
Sentence,私はポップコーンを２袋買った。
Index,私(わたし)[01] は ポップコーン を 袋(たい)~ 買う[01]{買った}
Furigana,[私|わたし]はポップコーンを[２|][袋|ふくろ][買|か]った。
Parsed Index,[私|わたし]　[袋|たい]　[買う|か]
Errors,たい【袋】；empty-furigana
Correction,[私|わたし]はポップコーンを[２|][袋|ふくろ][買|か]った。
Checked?,N
,
ID,159024
User,
Sentence,私はプールでひと泳ぎした後、気分そう快だった。
Index,私(わたし)[01] は プール[01] で(#2028980) ひと泳ぎ 為る(する){した} 後(あと) 気分 爽快{そう快}~ だ{だった}
Furigana,[私|わたし]はプールでひと[泳|およ]ぎした[後|のち]、[気分|き|ぶん]そう[快|かい]だった。
Parsed Index,[私|わたし]　[ひと泳ぎ|ひとおよ]　[後|あと]　[気分|きぶん]　[爽快|そうかい]
Errors,あと【後】
Correction,[私|わたし]はプールでひと[泳|およ]ぎした[後|のち]、[気分|き|ぶん]そう[快|かい]だった。
Checked?,N
,
ID,159079
User,
Sentence,私はハンマーを工具箱に入れています。
Index,私(わたし)[01] は ハンマー~ を 工具~ 箱[01] に 入れる{入れています}
Furigana,[私|わたし]はハンマーを[工具|こう|ぐ][箱|ばこ]に[入|い]れています。
Parsed Index,[私|わたし]　[工具|こうぐ]　[箱|はこ]　[入れる|い]
Errors,はこ【箱】
Correction,[私|わたし]はハンマーを[工具|こう|ぐ][箱|ばこ]に[入|い]れています。
Checked?,N
,
ID,159333
User,
Sentence,私はトーストとコーヒーと卵一個というつつましい朝食をとった。
Index,私(わたし)[01] は トースト と 珈琲{コーヒー} と 卵(たまご)[02] 一個 と言う{という} 慎ましい{つつましい}~ 朝食 を 取る{とった}
Furigana,[私|わたし]はトーストとコーヒーと[卵|たまご][一|いち][個|こ]というつつましい[朝食|ちょう|しょく]をとった。
Parsed Index,[私|わたし]　[卵|たまご]　[一個|いっこ]　[朝食|ちょうしょく]
Errors,いっこ【一個】
Correction,[私|わたし]はトーストとコーヒーと[卵|たまご][一|いち][個|こ]というつつましい[朝食|ちょう|しょく]をとった。
Checked?,N
,
ID,159751
User,
Sentence,私はそれに引き付けられて、それを採用し、ぶっきらぼうな反対や真正面からの議論を止め、謙遜な探究者、懐疑主義者を装った。
Index,私(わたし)[01] は 其れ[01]{それ} に 引き付ける[02]{引き付けられて} 其れ[01]{それ} を 採用 為る(する){し} ぶっきら棒{ぶっきらぼうな} 反対 や 真正面 から の 議論 を 止める(やめる){止め} 謙遜{謙遜な} 探究者~ 懐疑主義者~ を 装う(よそおう)[02]{装った}
Furigana,[私|わたし]はそれに[引|ひ]き[付|つ]けられて、それを[採用|さい|よう]し、ぶっきらぼうな[反対|はん|たい]や[真正面|ま|しょう|めん]からの[議論|ぎ|ろん]を[止|と]め、[謙遜|けん|そん]な[探究|たん|きゅう][者|しゃ]、[懐疑|かい|ぎ][主義|しゅ|ぎ][者|しゃ]を[装|よそお]った。
Parsed Index,[私|わたし]　[引き付ける|ひきつ]　[採用|さいよう]　[反対|はんたい]　[真正面|ましょうめん]　[議論|ぎろん]　[止める|や]　[謙遜|けんそん]　[探究者|たんきゅうしゃ]　[懐疑主義者|かいぎしゅぎしゃ]　[装う|よそお]
Errors,や【止める】
Correction,[私|わたし]はそれに[引|ひ]き[付|つ]けられて、それを[採用|さい|よう]し、ぶっきらぼうな[反対|はん|たい]や[真正面|ま|しょう|めん]からの[議論|ぎ|ろん]を[止|と]め、[謙遜|けん|そん]な[探究|たん|きゅう][者|しゃ]、[懐疑|かい|ぎ][主義|しゅ|ぎ][者|しゃ]を[装|よそお]った。
Checked?,N
,
ID,159842
User,
Sentence,私はその問題がわかっていない。裏と表の区別もついていない。
Index,私(わたし)[01] は 其の[01]{その} 問題 が 分かる{わかっていない} 裏(うら)[01] と 表(おもて)[03]~ の 区別 も 付く(つく){ついていない}
Furigana,[私|わたし]はその[問題|もん|だい]がわかっていない。[裏|うら]と[表|ひょう]の[区別|く|べつ]もついていない。
Parsed Index,[私|わたし]　[問題|もんだい]　[裏|うら]　[表|おもて]　[区別|くべつ]
Errors,おもて【表】
Correction,[私|わたし]はその[問題|もん|だい]がわかっていない。[裏|うら]と[表|ひょう]の[区別|く|べつ]もついていない。
Checked?,N
,
ID,159914
User,
Sentence,私はその馬に５ポンド賭けた。
Index,私(わたし)[01] は 其の[01]{その} 馬[01] に 听{ポンド} 賭ける{賭けた}~
Furigana,[私|わたし]はその[馬|うま]に[５|]ポンド[賭|か]けた。
Parsed Index,[私|わたし]　[馬|うま]　[賭ける|か]
Errors,empty-furigana
Correction,[私|わたし]はその[馬|うま]に[５|]ポンド[賭|か]けた。
Checked?,N
,
ID,159984
User,
Sentence,私はその他の計画を思い付かない。
Index,私(わたし)[01] は その他[02]~ の 計画 を 思いつく{思い付かない}
Furigana,[私|わたし]はその[他|た]の[計画|けい|かく]を[思|おも]い[付|つ]かない。
Parsed Index,[私|わたし]　[その他|そのほか]　[計画|けいかく]　[思いつく|おも]
Errors,そのほか【その他】
Correction,[私|わたし]はその[他|た]の[計画|けい|かく]を[思|おも]い[付|つ]かない。
Checked?,N
,
ID,160124
User,
Sentence,私はその試合の入場券を２枚持っている。
Index,私(わたし)[01] は 其の[01]{その} 試合 の 入場券~ を 二枚{２枚} 持つ{持っている}
Furigana,[私|わたし]はその[試合|し|あい]の[入場|にゅう|じょう][券|けん]を[２|][枚|まい][持|も]っている。
Parsed Index,[私|わたし]　[試合|しあい]　[入場券|にゅうじょうけん]　[二枚|にまい]　[持つ|も]
Errors,にまい【二枚】；empty-furigana
Correction,[私|わたし]はその[試合|し|あい]の[入場|にゅう|じょう][券|けん]を[２|][枚|まい][持|も]っている。
Checked?,N
,
ID,160481
User,
Sentence,私はズボンを２着買った。
Index,私(わたし)[01] は ズボン を 着(ちゃく)[02]~ 買う[01]{買った}
Furigana,[私|わたし]はズボンを[２|][着|ちゃく][買|か]った。
Parsed Index,[私|わたし]　[着|ちゃく]　[買う|か]
Errors,empty-furigana
Correction,[私|わたし]はズボンを[２|][着|ちゃく][買|か]った。
Checked?,N
,
ID,160559
User,
Sentence,私はスキー中に２箇所も骨折した。
Index,私(わたし)[01] は スキー 中(ちゅう)[03] に 箇所[02]~ も 骨折 為る(する){した}
Furigana,[私|わたし]はスキー[中|ちゅう]に[２|][箇所|か|しょ]も[骨折|こっ|せつ]した。
Parsed Index,[私|わたし]　[中|ちゅう]　[箇所|かしょ]　[骨折|こっせつ]
Errors,empty-furigana
Correction,[私|わたし]はスキー[中|ちゅう]に[２|][箇所|か|しょ]も[骨折|こっ|せつ]した。
Checked?,N
,
ID,160564
User,
Sentence,私はスキーのブーツを１足買いたい。
Index,私(わたし)[01] は スキー の ブーツ~ を 一足(いっそく){１足} 買う[01]{買い} たい
Furigana,[私|わたし]はスキーのブーツを[１|][足|そく][買|か]いたい。
Parsed Index,[私|わたし]　[一足|いっそく]　[買う|か]
Errors,いっそく【一足】；empty-furigana
Correction,[私|わたし]はスキーのブーツを[１|][足|そく][買|か]いたい。
Checked?,N
,
ID,160570
User,
Sentence,スーパーマーケットへ行ってきたところです。
Index,スーパーマーケット~ へ 行って来る{行ってきた} 所(ところ){ところ} です
Furigana,スーパーマーケットへ[行|い]ってきたところです。
Parsed Index,[行って来る|いってく]
Errors,いってく【行って来る】
Correction,スーパーマーケットへ[行|い]ってきたところです。
Checked?,N
,
ID,160625
User,
Sentence,しばらくの間待つのは構わない。
Index,しばらくの間~ 待つ[01] の は 構う[01]{構わない}
Furigana,しばらくの[間|かん][待|ま]つのは[構|かま]わない。
Parsed Index,[しばらくの間|しばらくのあいだ]　[待つ|ま]　[構う|かま]
Errors,しばらくのあいだ【しばらくの間】
Correction,しばらくの[間|かん][待|ま]つのは[構|かま]わない。
Checked?,N
,
ID,160656
User,
Sentence,私はサラダオイルを１びん買った。
Index,私(わたし)[01] は サラダオイル~ を 瓶(びん){びん} 買う[01]{買った}
Furigana,[私|わたし]はサラダオイルを[１|]びん[買|か]った。
Parsed Index,[私|わたし]　[買う|か]
Errors,empty-furigana
Correction,[私|わたし]はサラダオイルを[１|]びん[買|か]った。
Checked?,N
,
ID,160790
User,
Sentence,私はこの補聴器に２万円支払った。
Index,私(わたし)[01] は 此の{この} 補聴器~ に 万(まん) 円(えん) 支払う{支払った}
Furigana,[私|わたし]はこの[補聴器|ほ|ちょう|き]に[２|][万|まん][円|えん][支払|し|はら]った。
Parsed Index,[私|わたし]　[補聴器|ほちょうき]　[万|まん]　[円|えん]　[支払う|しはら]
Errors,empty-furigana
Correction,[私|わたし]はこの[補聴器|ほ|ちょう|き]に[２|][万|まん][円|えん][支払|し|はら]った。
Checked?,N
,
ID,160798
User,small_snow
Sentence,私はこの部屋を居心地よくしよう。
Index,私(わたし)[01] は 此の{この} 部屋[01] を 居心地良い{居心地よく}~ 為る(する){しよう}
Furigana,[私|わたし]はこの[部屋|へ|や]を[居心地|い|ごこ|ち]よくしよう。
Parsed Index,[私|わたし]　[部屋|へや]　[居心地良い|いごこちい]
Errors,いごこちい【居心地良い】
Correction,[私|わたし]はこの[部屋|へ|や]を[居心地|い|ごこ|ち]よくしよう。
Checked?,N
,
ID,160815
User,
Sentence,私はこの点については一歩も譲れません。
Index,私(わたし)[01] は 此の{この} 点(てん) に就いて{について} は 一歩[03] も 譲る[03]{譲れません}~
Furigana,[私|わたし]はこの[点|てん]については[一|いち][歩|ほ]も[譲|ゆず]れません。
Parsed Index,[私|わたし]　[点|てん]　[一歩|いっぽ]　[譲る|ゆず]
Errors,いっぽ【一歩】
Correction,[私|わたし]はこの[点|てん]については[一|いち][歩|ほ]も[譲|ゆず]れません。
Checked?,N
,
ID,160842
User,bunbuku
Sentence,私はこの世で一番の幸せ者でした。
Index,私(わたし)[01] は この世 で(#2028980) 一番(いちばん)[01] の 幸せ者~ です{でした}
Furigana,[私|わたし]はこの[世|よ]で[一番|いち|ばん]の[幸|しあわ]せ[者|しゃ]でした。
Parsed Index,[私|わたし]　[この世|このよ]　[一番|いちばん]　[幸せ者|しあわせもの]
Errors,しあわせもの【幸せ者】
Correction,[私|わたし]はこの[世|よ]で[一番|いち|ばん]の[幸|しあわ]せ[者|しゃ]でした。
Checked?,N
,
ID,160902
User,
Sentence,私はこの詩歌を暗記しなければならない。
Index,私(わたし)[01] は 此の{この} 詩歌~ を 暗記 為る(する){し} ねばならない{なければならない}
Furigana,[私|わたし]はこの[詩歌|し|か]を[暗記|あん|き]しなければならない。
Parsed Index,[私|わたし]　[詩歌|しいか]　[暗記|あんき]
Errors,しいか【詩歌】
Correction,[私|わたし]はこの[詩歌|し|か]を[暗記|あん|き]しなければならない。
Checked?,N
,
ID,161065
User,
Sentence,私はここで１０年間働いている。
Index,私(わたし)[01] は 此処[01]{ここ} で(#2028980) 年間~ 働く[01]{働いている}
Furigana,[私|わたし]はここで[１|][０|][年間|ねん|かん][働|はたら]いている。
Parsed Index,[私|わたし]　[年間|ねんかん]　[働く|はたら]
Errors,empty-furigana
Correction,[私|わたし]はここで[１|][０|][年間|ねん|かん][働|はたら]いている。
Checked?,N
,
ID,161085
User,
Sentence,私はコートを広間の小部屋にかけた。
Index,私(わたし)[01] は コート(#1049000) を 広間 の 小部屋~ に 掛ける[01]{かけた}
Furigana,[私|わたし]はコートを[広間|ひろ|ま]の[小|しょう][部屋|へ|や]にかけた。
Parsed Index,[私|わたし]　[広間|ひろま]　[小部屋|こべや]
Errors,こべや【小部屋】
Correction,[私|わたし]はコートを[広間|ひろ|ま]の[小|しょう][部屋|へ|や]にかけた。
Checked?,N
,
ID,161144
User,
Sentence,私はきっちり３時間待った。
Index,私(わたし)[01] は きっちり[01]~ 時間[02] 待つ[01]{待った}
Furigana,[私|わたし]はきっちり[３|][時間|じ|かん][待|ま]った。
Parsed Index,[私|わたし]　[時間|じかん]　[待つ|ま]
Errors,empty-furigana
Correction,[私|わたし]はきっちり[３|][時間|じ|かん][待|ま]った。
Checked?,N
,
ID,161152
User,
Sentence,私はガンで一人息子に死なれた。
Index,私(わたし)[01] は 癌{ガン} で(#2028980) 一人息子~ に 死ぬ{死なれた}
Furigana,[私|わたし]はガンで[一|いち][人|にん][息子|むす|こ]に[死|し]なれた。
Parsed Index,[私|わたし]　[一人息子|ひとりむすこ]　[死ぬ|し]
Errors,ひとりむすこ【一人息子】
Correction,[私|わたし]はガンで[一|いち][人|にん][息子|むす|こ]に[死|し]なれた。
Checked?,N
,
ID,161176
User,
Sentence,私はカメラを質に入れた。
Index,私(わたし)[01] は カメラ を 質に入れる{質に入れた}~
Furigana,[私|わたし]はカメラを[質|しつ]に[入|い]れた。
Parsed Index,[私|わたし]　[質に入れる|しちにい]
Errors,しちにい【質に入れる】
Correction,[私|わたし]はカメラを[質|しつ]に[入|い]れた。
Checked?,N
,
ID,161529
User,
Sentence,私のあまり先を行ってはいけません。
Index,私(わたし)[01] の余り{のあまり} 先を行く{先を行って}~ は 行けない[02]{いけません}
Furigana,[私|わたし]のあまり[先|さき]を[行|おこな]ってはいけません。
Parsed Index,[私|わたし]　[先を行く|さきをい]
Errors,さきをい【先を行く】
Correction,[私|わたし]のあまり[先|さき]を[行|おこな]ってはいけません。
Checked?,N
,
ID,161647
User,
Sentence,私はあなたの皮肉な言葉は聞き捨てにはできません。
Index,私(わたし)[01] は 貴方(あなた)[01]{あなた} の 皮肉{皮肉な}~ 言葉 は 聞く{聞き} 捨てる{捨て}~ には 出来る{できません}
Furigana,[私|わたし]はあなたの[皮肉|ひ|にく]な[言葉|こと|ば]は[聞|き]き[捨|ず]てにはできません。
Parsed Index,[私|わたし]　[皮肉|ひにく]　[言葉|ことば]　[聞く|き]　[捨てる|す]
Errors,す【捨てる】
Correction,[私|わたし]はあなたの[皮肉|ひ|にく]な[言葉|こと|ば]は[聞|き]き[捨|ず]てにはできません。
Checked?,N
,
ID,161873
User,
Sentence,私はＸ—ファイル４シーズンを見ました。
Index,私(わたし)[01] は シーズン[03]~ を 見る{見ました}
Furigana,[私|わたし]は[Ｘ|えっくす][—|]ファイル[４|]シーズンを[見|み]ました。
Parsed Index,[私|わたし]　[見る|み]
Errors,empty-furigana
Correction,[私|わたし]は[Ｘ|えっくす][—|]ファイル[４|]シーズンを[見|み]ました。
Checked?,N
,
ID,161904
User,
Sentence,私は６時に起床することにしている。
Index,私(わたし)[01] は 時(じ)[01] に 起床 為る(する){する} 事にする[03]{ことにしている}~
Furigana,[私|わたし]は[６|][時|じ]に[起床|き|しょう]することにしている。
Parsed Index,[私|わたし]　[時|じ]　[起床|きしょう]
Errors,empty-furigana
Correction,[私|わたし]は[６|][時|じ]に[起床|き|しょう]することにしている。
Checked?,N
,
ID,161913
User,
Sentence,私は５万円までつけがきく。
Index,私(わたし)[01] は 万(まん) 円(えん) 迄{まで} 付ける{つけ} が 効く[03]{きく}~
Furigana,[私|わたし]は[５|][万|まん][円|えん]までつけがきく。
Parsed Index,[私|わたし]　[万|まん]　[円|えん]
Errors,empty-furigana
Correction,[私|わたし]は[５|][万|まん][円|えん]までつけがきく。
Checked?,N
,
ID,161919
User,
Sentence,私は５千円だけしか持っていません。
Index,私(わたし)[01] は 千円~ 丈(だけ){だけ} しか 持つ{持っていません}
Furigana,[私|わたし]は[５|][千|せん][円|えん]だけしか[持|も]っていません。
Parsed Index,[私|わたし]　[千円|せんえん]　[持つ|も]
Errors,empty-furigana
Correction,[私|わたし]は[５|][千|せん][円|えん]だけしか[持|も]っていません。
Checked?,N
,
ID,161936
User,
Sentence,私は４年前からその雑誌を予約購読している。
Index,私(わたし)[01] は 年(ねん) 前(まえ) から 其の[01]{その} 雑誌 を 予約購読~ 為る(する){している}
